0.00110608	1
0.00160729	1
0.00208900	1
0.00255158	1
0.00288382	1
0.00312918	1
0.00499130	1
0.00509361	1
0.00542096	1
0.00545173	1
0.00670049	1
0.00777938	1
0.00794688	1
0.01098061	1
0.01368008	1
0.01561183	1
0.01701620	1
0.01773647	1
0.01917006	1
0.01964856	1
0.02159526	1
0.02362851	1
0.02535519	1
0.02654105	1
0.02807232	1
0.02881544	1
0.02964373	1
0.02970422	1
0.02972934	1
0.03142989	1
0.03199458	1
0.03252891	1
0.03290576	1
0.03385740	1
0.03437114	1
0.03481592	1
0.03503565	1
0.03627835	1
0.03851568	1
0.04032244	1
0.04100802	1
0.04428252	1
0.04679713	1
0.04875988	1
0.04905091	1
0.05082096	1
0.05341320	1
0.05460110	1
0.05521764	1
0.05574090	1
0.05626992	1
0.05755454	1
0.05806173	1
0.05948481	1
0.05962291	1
0.06128612	1
0.06142494	1
0.06449838	1
0.06534038	1
0.06599154	1
0.06741912	1
0.06887801	1
0.07012922	1
0.07515375	1
0.07625457	1
0.07763428	1
0.07787817	1
0.07844856	1
0.07846987	1
0.07871428	1
0.07960848	1
0.08076885	1
0.08172425	1
0.08219789	1
0.08445928	1
0.08521047	1
0.08738298	1
0.08776272	1
0.08824452	1
0.08858292	1
0.08940971	1
0.08945468	1
0.09007319	1
0.09027868	1
0.09130498	1
0.09136643	1
0.09266560	1
0.09289140	1
0.09380459	1
0.09834514	1
0.09862745	1
0.09884694	1
0.09884868	1
0.09914747	1
0.09948676	1
0.10014313	1
0.10152114	1
0.10166858	1
0.10275681	1
0.10509768	1
0.10524821	1
0.10542127	1
0.10578268	1
0.10760800	1
0.10840104	1
0.10840299	1
0.10867984	1
0.10930173	1
0.10937152	1
0.11066709	1
0.11205147	1
0.11224702	1
0.11243623	1
0.11249614	1
0.11252859	1
0.11259227	1
0.11277487	1
0.11281117	1
0.11363781	1
0.11528938	1
0.11573707	1
0.11804242	1
0.11825614	1
0.12039806	1
0.12087295	1
0.12130080	1
0.12280388	1
0.12333223	1
0.12405585	1
0.12484404	1
0.12678888	1
0.12840204	1
0.12982842	1
0.13048470	1
0.13167684	1
0.13279348	1
0.13442858	1
0.13557165	1
0.13593194	1
0.13669096	1
0.13735960	1
0.13978093	1
0.14157062	1
0.14288711	1
0.14296605	1
0.14346937	1
0.14425439	1
0.14588911	1
0.14637517	1
0.14768439	1
0.14798698	1
0.14807367	1
0.14956251	1
0.15050512	1
0.15099307	1
0.15179410	1
0.15194432	1
0.15590819	1
0.15606098	1
0.15654691	1
0.16070263	1
0.16154759	1
0.16237882	1
0.16284435	1
0.16436592	1
0.16463449	1
0.17661933	1
0.17746899	1
0.17796121	1
0.17812442	1
0.17938109	1
0.18065019	1
0.18127768	1
0.18223941	1
0.18272249	1
0.18309301	1
0.18372258	1
0.18421420	1
0.18443134	1
0.18472075	1
0.18533435	1
0.18542175	1
0.18578449	1
